2020/10/17 10:59:34 [error] 6#6: *6 open() "/usr/share/nginx/html/payed/test" failed (2: No such file or directory), client: 192.168.56.1, server: localhost, request: "GET /payed/test HTTP/1.1", host: "nhkjxu.natappfree.cc"
2020/11/01 07:38:49 [error] 6#6: *411 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:50 [error] 6#6: *412 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:50 [error] 6#6: *412 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:50 [error] 6#6: *412 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:52 [error] 6#6: *412 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:52 [error] 6#6: *412 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:52 [error] 6#6: *412 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:53 [error] 6#6: *412 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:53 [error] 6#6: *411 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:53 [error] 6#6: *411 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:54 [error] 6#6: *411 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:54 [error] 6#6: *411 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:54 [error] 6#6: *411 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:54 [error] 6#6: *411 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:56 [error] 6#6: *411 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:56 [error] 6#6: *411 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:56 [error] 6#6: *411 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:57 [error] 6#6: *411 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:57 [error] 6#6: *411 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:57 [error] 6#6: *411 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:58 [error] 6#6: *411 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:58 [error] 6#6: *412 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:38:58 [error] 6#6: *412 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:39:59 [error] 6#6: *412 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:39:59 [error] 6#6: *412 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:39:59 [error] 6#6: *412 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:00 [error] 6#6: *412 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:00 [error] 6#6: *412 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:00 [error] 6#6: *412 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:02 [error] 6#6: *412 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:02 [error] 6#6: *412 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:02 [error] 6#6: *412 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:02 [error] 6#6: *412 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:04 [error] 6#6: *412 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:04 [error] 6#6: *412 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:40:04 [error] 6#6: *412 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 07:45:09 [error] 6#6: *496 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 07:45:09 [error] 6#6: *496 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 07:45:09 [error] 6#6: *497 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 07:45:09 [error] 6#6: *499 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 07:45:09 [error] 6#6: *500 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:31:13 [error] 6#6: *548 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:13 [error] 6#6: *548 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:15 [error] 6#6: *548 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:15 [error] 6#6: *548 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:18 [error] 6#6: *548 directory index of "/usr/share/nginx/html/static/" is forbidden, client: 192.168.56.1, server: gulimall.com, request: "GET /static/ HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:26 [error] 6#6: *548 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:26 [error] 6#6: *548 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:26 [error] 6#6: *548 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:26 [error] 6#6: *548 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:31:31 [error] 6#6: *563 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:31:31 [error] 6#6: *563 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:31:31 [error] 6#6: *564 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:31:31 [error] 6#6: *566 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:31:31 [error] 6#6: *567 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:34:17 [error] 6#6: *575 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:17 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:17 [error] 6#6: *575 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:17 [error] 6#6: *575 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:19 [error] 6#6: *575 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:19 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:19 [error] 6#6: *575 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:19 [error] 6#6: *575 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:25 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:25 [error] 6#6: *576 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:25 [error] 6#6: *576 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:27 [error] 6#6: *576 open() "/usr/share/nginx/html/static/index/js/maps/swiper.jquery.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.jquery.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:34:27 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:34:27 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/css/GL.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/css/GL.css.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:34:28 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:28 [error] 6#6: *575 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:28 [error] 6#6: *575 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:28 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/js/maps/swiper.jquery.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.jquery.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:34:28 [error] 6#6: *576 open() "/usr/share/nginx/html/static/index/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:34:28 [error] 6#6: *576 open() "/usr/share/nginx/html/static/index/css/GL.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/css/GL.css.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:34:47 [error] 6#6: *576 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:47 [error] 6#6: *576 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:47 [error] 6#6: *576 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:34:47 [error] 6#6: *576 open() "/usr/share/nginx/html/static/index/js/maps/swiper.jquery.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.jquery.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:34:47 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:34:47 [error] 6#6: *575 open() "/usr/share/nginx/html/static/index/css/GL.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/css/GL.css.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:35:36 [error] 6#6: *600 open() "/usr/share/nginx/html/static/item/scss/jd.css" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/scss/jd.css HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:35:36 [error] 6#6: *600 open() "/usr/share/nginx/html/static/item/img/service_items_1.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_1.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:35:36 [error] 6#6: *601 open() "/usr/share/nginx/html/static/item/img/service_items_2.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_2.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:35:36 [error] 6#6: *603 open() "/usr/share/nginx/html/static/item/img/service_items_3.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_3.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:35:36 [error] 6#6: *604 open() "/usr/share/nginx/html/static/item/img/service_items_4.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/item/img/service_items_4.png HTTP/1.1", host: "item.gulimall.com", referrer: "http://item.gulimall.com/29.html"
2020/11/01 09:39:28 [error] 6#6: *610 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:39:28 [error] 6#6: *610 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:39:29 [error] 6#6: *610 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:39:29 [error] 6#6: *610 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:39:31 [error] 6#6: *610 directory index of "/usr/share/nginx/html/static/" is forbidden, client: 192.168.56.1, server: gulimall.com, request: "GET /static/ HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:39:35 [error] 6#6: *610 open() "/usr/share/nginx/html/static/index/js/maps/swiper.jquery.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.jquery.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:39:35 [error] 6#6: *611 open() "/usr/share/nginx/html/static/index/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:39:35 [error] 6#6: *611 open() "/usr/share/nginx/html/static/index/css/GL.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/css/GL.css.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:39:38 [error] 6#6: *611 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:39:38 [error] 6#6: *611 open() "/usr/share/nginx/html/static/static/index/js/text.js" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/static/index/js/text.js HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:39:38 [error] 6#6: *611 open() "/usr/share/nginx/html/staticindex/img/img_12.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /staticindex/img/img_12.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
2020/11/01 09:39:38 [error] 6#6: *611 open() "/usr/share/nginx/html/static/index/js/maps/swiper.jquery.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.jquery.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:39:38 [error] 6#6: *610 open() "/usr/share/nginx/html/static/index/js/maps/swiper.min.js.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/js/maps/swiper.min.js.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:39:38 [error] 6#6: *610 open() "/usr/share/nginx/html/static/index/css/GL.css.map" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/css/GL.css.map HTTP/1.1", host: "gulimall.com"
2020/11/01 09:39:50 [error] 6#6: *610 open() "/usr/share/nginx/html/static/index/img/top_find_logo.png" failed (2: No such file or directory), client: 192.168.56.1, server: gulimall.com, request: "GET /static/index/img/top_find_logo.png HTTP/1.1", host: "gulimall.com", referrer: "http://gulimall.com/"
